id	text	target	category	polarity
519425:4	place beautiful bar scene seems happening 	place	AMBIENCE#GENERAL	positive
519425:4	place beautiful bar scene seems happening 	bar scene	AMBIENCE#GENERAL	positive
521916:0	downtown dinner 2002 prixe fix appetizer ok waiter gave poor suggestion try potato stuff kanish best one 	Appetizers	FOOD#QUALITY	neutral
521916:0	downtown dinner 2002 prixe fix appetizer ok waiter gave poor suggestion try potato stuff kanish best one 	waiter	SERVICE#GENERAL	negative
521916:0	downtown dinner 2002 prixe fix appetizer ok waiter gave poor suggestion try potato stuff kanish best one 	potato stuff kanish	FOOD#QUALITY	positive
521916:1	small serving main entree salmon wasnt impressed girlfriend chicken good 	salmon	FOOD#QUALITY	negative
521916:1	small serving main entree salmon wasnt impressed girlfriend chicken good 	chicken	FOOD#QUALITY	positive
521916:1	small serving main entree salmon wasnt impressed girlfriend chicken good 	servings for main entree	FOOD#GENERAL	negative
521916:2	dessert joke dont bother 	Dessert	FOOD#QUALITY	negative
527109:0	volare virgin weekly regular everyone get treated ask service friendly 	service	SERVICE#GENERAL	positive
527109:1	restaurant family feel least regard portion enormous veal alone could single handedly solved third world famine 	restaurant	AMBIENCE#GENERAL	positive
527109:1	restaurant family feel least regard portion enormous veal alone could single handedly solved third world famine 	portions	FOOD#STYLE_OPTIONS	positive
527109:1	restaurant family feel least regard portion enormous veal alone could single handedly solved third world famine 	veal	FOOD#STYLE_OPTIONS	positive
527109:2	anti pasta excellent especially calamari filling pasta main 	anti-pasta	FOOD#QUALITY	positive
527109:2	anti pasta excellent especially calamari filling pasta main 	calamari	FOOD#QUALITY	positive
527109:2	anti pasta excellent especially calamari filling pasta main 	pasta mains	FOOD#QUALITY	positive
527109:2	anti pasta excellent especially calamari filling pasta main 	pasta mains	FOOD#STYLE_OPTIONS	positive
527109:3	wine list extensive easily hike otherwise reasonably priced meal 	wine list	DRINKS#STYLE_OPTIONS	positive
527109:3	wine list extensive easily hike otherwise reasonably priced meal 	meal	FOOD#PRICES	positive
527109:4	still quibble bill set pour measure liquers courtesey house 	NULL	RESTAURANT#PRICES	neutral
527109:4	still quibble bill set pour measure liquers courtesey house 	measures of liquers	DRINKS#STYLE_OPTIONS	positive
528251:0	fantastic place 	place	RESTAURANT#GENERAL	positive
528251:1	cute decorative 	NULL	AMBIENCE#GENERAL	positive
528251:2	pleasant surprise 	NULL	RESTAURANT#GENERAL	positive
528251:3	go relax feel like somewhere else 	NULL	AMBIENCE#GENERAL	positive
530517:0	lucky strike great casual place grab bite eat 	Lucky Strike	RESTAURANT#GENERAL	positive
530517:2	great food great decor great service 	food	FOOD#QUALITY	positive
530517:2	great food great decor great service 	decor	AMBIENCE#GENERAL	positive
530517:2	great food great decor great service 	service	SERVICE#GENERAL	positive
530517:3	recommend 	NULL	RESTAURANT#GENERAL	positive
535086:0	perfect spot meeting friend lunch dinner pre theatre theatre drink 	spot	RESTAURANT#MISCELLANEOUS	positive
535086:1	always ask bartender seasonal beer 	SEASONAL beer	DRINKS#QUALITY	positive
535086:2	guaranteed tasty experience 	NULL	DRINKS#QUALITY	positive
535086:3	excellent spot holiday get togethers co worker friend haven seen 	spot	RESTAURANT#MISCELLANEOUS	positive
535086:4	heartland brewery 5 year never disappointed 	Heartland Brewery	RESTAURANT#GENERAL	positive
535086:5	people bring go back bring friend 	NULL	RESTAURANT#MISCELLANEOUS	positive
535086:6	go oh yes go back 	NULL	RESTAURANT#GENERAL	positive
535171:0	great place 	place	RESTAURANT#GENERAL	positive
535171:1	typical nyc gimmick theme restaurant 	restaurant	AMBIENCE#GENERAL	positive
535171:2	cool bar great food ton excellent beer 	bar	AMBIENCE#GENERAL	positive
535171:2	cool bar great food ton excellent beer 	food	FOOD#QUALITY	positive
535171:2	cool bar great food ton excellent beer 	beer	DRINKS#QUALITY	positive
535171:2	cool bar great food ton excellent beer 	beer	DRINKS#STYLE_OPTIONS	positive
535171:3	even pub atmosphere great kid 	NULL	SERVICE#GENERAL	positive
535171:4	loved 	NULL	RESTAURANT#GENERAL	positive
535248:1	shrimp scampi excellent antipasti plentiful 	shrimp scampi	FOOD#QUALITY	positive
535248:1	shrimp scampi excellent antipasti plentiful 	antipasti	FOOD#STYLE_OPTIONS	positive
535248:2	expensive well worth money 	NULL	RESTAURANT#PRICES	negative
535248:2	expensive well worth money 	NULL	RESTAURANT#GENERAL	positive
535248:3	venture island manhattan seem find great italian restaurant drive corona 	Corona	RESTAURANT#GENERAL	positive
536919:0	thing wonderful food exceptional service 	food	FOOD#QUALITY	positive
536919:0	thing wonderful food exceptional service 	service	SERVICE#GENERAL	positive
536919:1	thing waiter wipe chin leave 	waiters	SERVICE#GENERAL	positive
536919:2	wonderful holiday time 	NULL	RESTAURANT#MISCELLANEOUS	positive
541532:0	cozy romantic atomosphere around 15 table 	atomosphere	AMBIENCE#GENERAL	positive
541532:1	service prompt slightly rushed 	Service	SERVICE#GENERAL	positive
541532:2	food good would consider world 	Food	FOOD#QUALITY	neutral
541532:3	go romantic dinner wow dining experience 	NULL	AMBIENCE#GENERAL	positive
541532:3	go romantic dinner wow dining experience 	NULL	RESTAURANT#MISCELLANEOUS	negative
553097:0	friend milan pleasantly surprised arrived everyone spoke italian 	NULL	RESTAURANT#MISCELLANEOUS	positive
553097:1	bad food wasn heritage 	food	FOOD#QUALITY	negative
553097:2	porcini mushroom pasta special tasteless seafood tagliatelle 	porcini mushroom pasta special	FOOD#QUALITY	negative
553097:2	porcini mushroom pasta special tasteless seafood tagliatelle 	seafood tagliatelle	FOOD#QUALITY	negative
553097:3	real dissapointment 	NULL	FOOD#QUALITY	negative
553097:4	wasn icing cake tiramisu resembled nothing ever 	tiramisu	FOOD#QUALITY	negative
553097:5	called mascarpone chocolate chip good far cry name implies 	NULL	FOOD#QUALITY	negative
553097:6	priced upper intermediate range 	NULL	RESTAURANT#PRICES	negative
555734:0	really liked place 	place	RESTAURANT#GENERAL	positive
555734:1	everything good eater 	NULL	FOOD#QUALITY	positive
555734:2	pretty inexpensive 	NULL	RESTAURANT#PRICES	positive
558423:0	place best chinese style bbq rib city 	BBQ ribs	FOOD#QUALITY	positive
558423:0	place best chinese style bbq rib city 	BBQ ribs	FOOD#STYLE_OPTIONS	positive
558423:1	also recommend rice dish different variety congee rice porridge 	rice dishes	FOOD#QUALITY	positive
558423:1	also recommend rice dish different variety congee rice porridge 	congee (rice porridge)	FOOD#QUALITY	positive
558423:2	great go quick lunch either alone friend 	NULL	RESTAURANT#MISCELLANEOUS	positive
558423:3	definately place go want impress someone 	place	RESTAURANT#MISCELLANEOUS	negative
558423:4	however want great food great price mind decor beat place 	food	FOOD#QUALITY	positive
558423:4	however want great food great price mind decor beat place 	decor	AMBIENCE#GENERAL	neutral
558423:4	however want great food great price mind decor beat place 	food	FOOD#PRICES	positive
558423:5	quick friendly service 	service	SERVICE#GENERAL	positive
558423:6	one best comfort food place city 	NULL	RESTAURANT#GENERAL	positive
558423:7	somewhere eat happy 	NULL	RESTAURANT#GENERAL	positive
561054:1	re sitting main dining room spectacular hand painted high ceiling never know world outside 	main dining room	AMBIENCE#GENERAL	positive
561054:1	re sitting main dining room spectacular hand painted high ceiling never know world outside 	ceiling	AMBIENCE#GENERAL	positive
561054:2	food wonderful tasty filling service professional friendly 	food	FOOD#QUALITY	positive
561054:2	food wonderful tasty filling service professional friendly 	food	FOOD#STYLE_OPTIONS	positive
561054:2	food wonderful tasty filling service professional friendly 	service	SERVICE#GENERAL	positive
561054:3	wait summer serve outside gigantic patio 	patio	AMBIENCE#GENERAL	positive
565344:0	recently tried suan thought great 	Suan	RESTAURANT#GENERAL	positive
565344:1	little place definitely exceeded expectation sure get lot food money 	food	FOOD#STYLE_OPTIONS	positive
565344:1	little place definitely exceeded expectation sure get lot food money 	place	RESTAURANT#GENERAL	positive
565344:1	little place definitely exceeded expectation sure get lot food money 	food	FOOD#PRICES	positive
565344:2	service fast friendly food tasty best hot sauce add meal 	service	SERVICE#GENERAL	positive
565344:2	service fast friendly food tasty best hot sauce add meal 	food	FOOD#QUALITY	positive
565344:2	service fast friendly food tasty best hot sauce add meal 	hot sauce	FOOD#QUALITY	positive
565344:3	say pleasantly suprised likely stop neighborhood 	NULL	RESTAURANT#GENERAL	positive
571962:0	know 	NULL	SERVICE#GENERAL	positive
571962:1	good food 	food	FOOD#QUALITY	positive
571962:2	good drink 	drink	DRINKS#QUALITY	positive
571962:3	rate home 	NULL	RESTAURANT#MISCELLANEOUS	positive
578016:0	never cheescake like 	cheescake	FOOD#QUALITY	positive
578016:1	thought died gone heaven 	NULL	FOOD#QUALITY	positive
584025:0	great spot whether looking couple drink quiet dinner 	spot	RESTAURANT#GENERAL	positive
584025:0	great spot whether looking couple drink quiet dinner 	spot	RESTAURANT#MISCELLANEOUS	positive
584025:1	warm friendly winter terrific outdoor seating warmer month 	NULL	AMBIENCE#GENERAL	positive
584025:1	warm friendly winter terrific outdoor seating warmer month 	outdoor seating	AMBIENCE#GENERAL	positive
584025:2	food great good selecion wine reasonable price 	food	FOOD#QUALITY	positive
584025:2	food great good selecion wine reasonable price 	wines	DRINKS#STYLE_OPTIONS	positive
584025:2	food great good selecion wine reasonable price 	wines	DRINKS#PRICES	positive
584025:3	several time never dissapoints 	NULL	RESTAURANT#GENERAL	positive
608500:1	le impressed 	NULL	RESTAURANT#GENERAL	negative
608500:2	ambiance atmosphere great food service could lot better 	ambiance	AMBIENCE#GENERAL	positive
608500:2	ambiance atmosphere great food service could lot better 	atmosphere	AMBIENCE#GENERAL	positive
608500:2	ambiance atmosphere great food service could lot better 	food	FOOD#QUALITY	negative
608500:2	ambiance atmosphere great food service could lot better 	service	SERVICE#GENERAL	negative
608500:3	ordered chicken casserole got small piece chicken dark meat bone 	chicken casserole	FOOD#QUALITY	negative
608500:3	ordered chicken casserole got small piece chicken dark meat bone 	chicken casserole	FOOD#STYLE_OPTIONS	negative
608500:4	probably would go 	NULL	RESTAURANT#GENERAL	negative
610611:0	sapphire twice time food fine good 	food	FOOD#QUALITY	positive
610611:1	stick chicken beef lamb dish 	chicken	FOOD#QUALITY	positive
610611:1	stick chicken beef lamb dish 	beef	FOOD#QUALITY	positive
610611:1	stick chicken beef lamb dish 	lamb dishes	FOOD#QUALITY	positive
610611:4	service friendly never problem walking getting table 	service	SERVICE#GENERAL	positive
610611:4	service friendly never problem walking getting table 	NULL	RESTAURANT#MISCELLANEOUS	positive
610611:6	skip dessert 	dessert	FOOD#QUALITY	negative
611117:0	best reuben sandwich ever 	Reuben sandwich	FOOD#QUALITY	positive
611117:1	classic 	NULL	FOOD#QUALITY	positive
611117:2	miss bloom next trip manhatten 	Bloom's	RESTAURANT#GENERAL	positive
611117:3	first place ate first trip new york last place stop head town next trip new york 	place	RESTAURANT#MISCELLANEOUS	positive
611117:4	thanks bloom lovely trip 	Bloom's	RESTAURANT#GENERAL	positive
615180:1	food fresh sauce bland oily 	food	FOOD#QUALITY	negative
615180:1	food fresh sauce bland oily 	sauces	FOOD#QUALITY	negative
615180:2	wasn thai 	NULL	FOOD#QUALITY	negative
620892:1	surprisingly disappointed 	NULL	FOOD#QUALITY	negative
620892:2	pizza little soggy 	Pizza	FOOD#QUALITY	negative
620892:3	ravioli good say found everything bit overpriced 	Ravioli	FOOD#QUALITY	positive
620892:3	ravioli good say found everything bit overpriced 	NULL	FOOD#PRICES	negative
620892:4	enough wine glass either 	wines by the glass	DRINKS#STYLE_OPTIONS	negative
620892:5	service however excellent liked setting atmosphere lot 	Service	SERVICE#GENERAL	positive
620892:5	service however excellent liked setting atmosphere lot 	setting/atmosphere	AMBIENCE#GENERAL	positive
620892:6	food average lowered price bit would bigger draw 	Food	FOOD#QUALITY	neutral
620892:6	food average lowered price bit would bigger draw 	NULL	RESTAURANT#PRICES	negative
624715:0	place great bargain 	place	RESTAURANT#PRICES	positive
624715:1	authentic pakistani food 	Pakistani food	FOOD#QUALITY	positive
624715:2	people always friendly 	People	SERVICE#GENERAL	positive
624715:4	straight cheap good food 	food	FOOD#QUALITY	positive
624715:4	straight cheap good food 	food	FOOD#PRICES	positive
626269:0	faan sooo good 	Faan	RESTAURANT#GENERAL	positive
626269:1	best pad thai ever 	pad thai	FOOD#QUALITY	positive
626269:2	design atmosphere good 	design	AMBIENCE#GENERAL	positive
626269:2	design atmosphere good 	atmosphere	AMBIENCE#GENERAL	positive
626269:3	bottle wine cheap good 	bottles of wine	DRINKS#PRICES	positive
626269:3	bottle wine cheap good 	bottles of wine	DRINKS#QUALITY	positive
626269:4	could want 	NULL	RESTAURANT#GENERAL	positive
630914:0	food actually aweful 	food	FOOD#QUALITY	negative
630914:1	picky actually gross 	NULL	FOOD#QUALITY	negative
630914:2	mussles fishiest thing ever tasted seabass bland goat cheese salad missing goat cheese penne chicken bone disgusting 	mussles	FOOD#QUALITY	negative
630914:2	mussles fishiest thing ever tasted seabass bland goat cheese salad missing goat cheese penne chicken bone disgusting 	seabass	FOOD#QUALITY	negative
630914:2	mussles fishiest thing ever tasted seabass bland goat cheese salad missing goat cheese penne chicken bone disgusting 	goat cheese salad	FOOD#QUALITY	negative
630914:2	mussles fishiest thing ever tasted seabass bland goat cheese salad missing goat cheese penne chicken bone disgusting 	penne w/ chicken	FOOD#QUALITY	negative
630914:2	mussles fishiest thing ever tasted seabass bland goat cheese salad missing goat cheese penne chicken bone disgusting 	NULL	FOOD#QUALITY	negative
630914:3	nice atmosphere service pleasant desert good 	atmosphere	AMBIENCE#GENERAL	positive
630914:3	nice atmosphere service pleasant desert good 	service	SERVICE#GENERAL	positive
630914:3	nice atmosphere service pleasant desert good 	desert	FOOD#QUALITY	positive
630914:4	wouldn recomend dinner 	NULL	RESTAURANT#GENERAL	negative
632121:0	perfect date spot williamsburg couple 	NULL	RESTAURANT#MISCELLANEOUS	positive
632121:1	jukebox play everything italian opera stroke 	jukebox	AMBIENCE#GENERAL	positive
632121:2	food amazing rich pasta fresh doughy pizza 	food	FOOD#QUALITY	positive
632121:2	food amazing rich pasta fresh doughy pizza 	pastas	FOOD#STYLE_OPTIONS	positive
632121:2	food amazing rich pasta fresh doughy pizza 	pizza	FOOD#QUALITY	positive
632121:3	best warm vibe owner super friendly service fast 	vibe	AMBIENCE#GENERAL	positive
632121:3	best warm vibe owner super friendly service fast 	owner	SERVICE#GENERAL	positive
632121:3	best warm vibe owner super friendly service fast 	service	SERVICE#GENERAL	positive
632121:4	delivered make mint 	NULL	RESTAURANT#MISCELLANEOUS	neutral
657129:0	go drink 	drinks	DRINKS#QUALITY	positive
657129:3	drink amazing half till 8pm 	drinks	DRINKS#QUALITY	positive
657129:3	drink amazing half till 8pm 	drinks	DRINKS#PRICES	positive
657129:4	ask usha nicest bartender manhattan 	Usha	SERVICE#GENERAL	positive
657129:5	fav sassy lassi 	sassy lassi	DRINKS#QUALITY	positive
680345:0	amazing place try roti roll 	roti rolls	FOOD#QUALITY	positive
680345:1	really recommend simple unda egg roll 	Unda (Egg) rolls	FOOD#QUALITY	positive
680345:2	delicate spice onion egg kick as roti 	spices	FOOD#QUALITY	positive
680345:2	delicate spice onion egg kick as roti 	onions	FOOD#QUALITY	positive
680345:2	delicate spice onion egg kick as roti 	eggs	FOOD#QUALITY	positive
680345:2	delicate spice onion egg kick as roti 	roti	FOOD#QUALITY	positive
680345:3	amazing 	NULL	FOOD#QUALITY	positive
680390:0	toon recently redone attractive space 	Toons	AMBIENCE#GENERAL	positive
680390:1	food good ever 	food	FOOD#QUALITY	positive
680390:2	area sadly lacking decent thai food one best spot 	Thai food	FOOD#QUALITY	positive
682250:0	went last night nice decor good service food surprisingly excellent 	decor	AMBIENCE#GENERAL	positive
682250:0	went last night nice decor good service food surprisingly excellent 	service	SERVICE#GENERAL	positive
682250:0	went last night nice decor good service food surprisingly excellent 	food	FOOD#QUALITY	positive
682250:1	portion huge might good order three thing split rather one appetizer entree per person two people 	portions	FOOD#STYLE_OPTIONS	neutral
682250:3	wait go back 	NULL	RESTAURANT#GENERAL	positive
682391:0	best drumstick rice sour spicy soup town 	drumsticks over rice	FOOD#QUALITY	positive
682391:0	best drumstick rice sour spicy soup town 	sour spicy soup	FOOD#QUALITY	positive
682391:1	beef noodle soup good well 	Beef noodle soup	FOOD#QUALITY	positive
682391:2	service good resturant clean 	service	SERVICE#GENERAL	positive
682391:2	service good resturant clean 	resturant	AMBIENCE#GENERAL	positive
682391:3	best taiwanese food ny 	Taiwanese food	FOOD#QUALITY	positive
707917:0	rao probably 15 time past 3 year keep getting better 	Rao's	RESTAURANT#GENERAL	positive
707917:1	go enjoy say get 	NULL	RESTAURANT#MISCELLANEOUS	positive
707917:2	rao best service atmosphere nyc 	service	SERVICE#GENERAL	positive
707917:2	rao best service atmosphere nyc 	atmosphere	AMBIENCE#GENERAL	positive
707917:3	good luck getting table 	NULL	RESTAURANT#MISCELLANEOUS	negative
709294:0	roommate love place 	place	RESTAURANT#GENERAL	positive
709294:1	recently decided try location delight outdoor seating perfect since yorkie 	outdoor seating	AMBIENCE#GENERAL	positive
709294:2	indoor cozy cute 	Indoor	AMBIENCE#GENERAL	positive
709294:3	portion size huge sushi good 	portion sizes	FOOD#STYLE_OPTIONS	positive
709294:3	portion size huge sushi good 	sushi	FOOD#QUALITY	positive
709294:5	staff accomodating 	Staff	SERVICE#GENERAL	positive
713152:0	excellent dumpling served amid clean chic decor 	dumplings	FOOD#QUALITY	positive
713152:0	excellent dumpling served amid clean chic decor 	decor	AMBIENCE#GENERAL	positive
713152:1	got 10 10 piece dim sum combo every bite great 	$10 10-piece dim sum combo	FOOD#QUALITY	positive
713152:2	1 small piece 	NULL	FOOD#PRICES	negative
713152:3	worth 	NULL	FOOD#PRICES	negative
713152:4	won go back unless someone else footing bill 	NULL	RESTAURANT#PRICES	negative
717570:1	decor simple comfortable 	decor	AMBIENCE#GENERAL	positive
717570:2	food delicious come empty stomach 	food	FOOD#QUALITY	positive
717570:2	food delicious come empty stomach 	food	FOOD#STYLE_OPTIONS	negative
717570:3	portion small food good make 	portions	FOOD#STYLE_OPTIONS	negative
717570:3	portion small food good make 	food	FOOD#QUALITY	positive
717570:4	must crabmeat lasagna world chocolate bread pudding dessert 	crabmeat lasagna	FOOD#QUALITY	positive
717570:4	must crabmeat lasagna world chocolate bread pudding dessert 	chocolate bread pudding	FOOD#QUALITY	positive
717570:5	staff attentive earth 	staff	SERVICE#GENERAL	positive
717570:6	loved would go 	NULL	RESTAURANT#GENERAL	positive
720418:0	great indian food service incredible 	Indian food	FOOD#QUALITY	positive
720418:0	great indian food service incredible 	service	SERVICE#GENERAL	positive
720418:1	owner truly caters need 	owner	SERVICE#GENERAL	positive
720418:2	family came gave apps test palets ordered 	NULL	SERVICE#GENERAL	positive
720418:3	everyone happy choice 	NULL	SERVICE#GENERAL	positive
720418:4	great food price reasonable 	food	FOOD#QUALITY	positive
720418:4	great food price reasonable 	NULL	RESTAURANT#PRICES	positive
720620:1	food great service name cantonese 	food	FOOD#QUALITY	positive
720620:2	fell love egg noodle beef broth shrimp dumpling slice bbq roast pork 	egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork	FOOD#QUALITY	positive
720620:3	dish favorite always get go never get tired 	dish	FOOD#QUALITY	positive
720620:4	try congee donut like deep fried dough call ow ley soh delicious sweet tasting bread 	congee	FOOD#QUALITY	positive
720620:4	try congee donut like deep fried dough call ow ley soh delicious sweet tasting bread 	Ow Ley Soh	FOOD#QUALITY	positive
720620:5	simply good tasting chinese food incredible price 	Chinese food	FOOD#QUALITY	positive
720620:5	simply good tasting chinese food incredible price 	Chinese food	FOOD#PRICES	positive
720620:6	service coming 	Service	SERVICE#GENERAL	negative
720620:8	big wong great place eat fill stomach 	Big Wong	RESTAURANT#GENERAL	positive
735448:1	whoever jazz duo point 	jazz duo	AMBIENCE#GENERAL	positive
735448:2	good music great food speedy service affordable price 	music	AMBIENCE#GENERAL	positive
735448:2	good music great food speedy service affordable price 	food	FOOD#QUALITY	positive
735448:2	good music great food speedy service affordable price 	service	SERVICE#GENERAL	positive
735448:2	good music great food speedy service affordable price 	NULL	RESTAURANT#PRICES	positive
735448:3	even wine glass good 	wine by the glass	DRINKS#QUALITY	positive
735448:4	little way live neighborhood definitely worth trip wherever 	NULL	LOCATION#GENERAL	negative
735448:4	little way live neighborhood definitely worth trip wherever 	NULL	RESTAURANT#GENERAL	positive
737999:0	consistently good japanese tapa 	Japanese Tapas	FOOD#QUALITY	positive
737999:2	always good drink service pretty good 	drinks	DRINKS#QUALITY	positive
737999:2	always good drink service pretty good 	service	SERVICE#GENERAL	positive
737999:3	atmosphere nice relaxed 	Atmosphere	AMBIENCE#GENERAL	positive
737999:4	great place meet food drink 	place	RESTAURANT#MISCELLANEOUS	positive
737999:5	yakitori bbq meat tasty 	Yakitori (bbq meats)	FOOD#QUALITY	positive
740923:1	mind pre sliced low quality fish unfriendly staff sushi chef look like miserable place 	fish	FOOD#QUALITY	negative
740923:1	mind pre sliced low quality fish unfriendly staff sushi chef look like miserable place 	staff	SERVICE#GENERAL	negative
740923:1	mind pre sliced low quality fish unfriendly staff sushi chef look like miserable place 	sushi chef	RESTAURANT#MISCELLANEOUS	negative
740923:2	price quality fish alone keep u making return visit 	fish	FOOD#PRICES	negative
740923:2	price quality fish alone keep u making return visit 	fish	FOOD#QUALITY	negative
740923:2	price quality fish alone keep u making return visit 	NULL	RESTAURANT#GENERAL	negative
740923:3	wasn going share feel obligated sitting sushi bar dining watched chef accidentally drop piece unagi floor upon retrieving floor proceed use piece delivery order preparing 	chef	FOOD#QUALITY	negative
740923:4	thanks 	NULL	RESTAURANT#GENERAL	negative
744478:0	place month old perhaps queen biggest secret 	place	RESTAURANT#GENERAL	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	decor	AMBIENCE#GENERAL	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	food	FOOD#QUALITY	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	food	FOOD#PRICES	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	staff	SERVICE#GENERAL	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	Rice Avenue	AMBIENCE#GENERAL	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	Rice Avenue	LOCATION#GENERAL	positive
744478:1	fabulous decor make feel like re trendy manhattan restaurant good food cheaply priced generally friendly staff re manhattanite spend time manhattan rice avenue make feel home soho village upper west side minus expensive price pretentious clientele roosevelt avenue 	Rice Avenue	RESTAURANT#PRICES	positive
746254:0	seated outside waiter spilled red wine hot tea date 	waiter	SERVICE#GENERAL	negative
746254:1	shooed inside 	NULL	SERVICE#GENERAL	negative
746254:2	one would think get apology complimentary drink instead got snobby waiter wouldn even take order 15 minute gave u lip asked 	waiter	SERVICE#GENERAL	negative
746254:3	left never return 	NULL	RESTAURANT#GENERAL	negative
746254:4	many good restaurant uws need overpriced food absurdly arrogant wait staff recognize work glorified diner clumsy service management doesn care 	food	FOOD#PRICES	negative
746254:4	many good restaurant uws need overpriced food absurdly arrogant wait staff recognize work glorified diner clumsy service management doesn care 	wait-staff	SERVICE#GENERAL	negative
746254:4	many good restaurant uws need overpriced food absurdly arrogant wait staff recognize work glorified diner clumsy service management doesn care 	service	SERVICE#GENERAL	negative
746254:4	many good restaurant uws need overpriced food absurdly arrogant wait staff recognize work glorified diner clumsy service management doesn care 	management	SERVICE#GENERAL	negative
751493:0	relatively new area tried pick bgel 2nd disappointed service thought food overated pricey side 	service	SERVICE#GENERAL	negative
751493:0	relatively new area tried pick bgel 2nd disappointed service thought food overated pricey side 	food	FOOD#PRICES	negative
751493:0	relatively new area tried pick bgel 2nd disappointed service thought food overated pricey side 	food	FOOD#QUALITY	negative
754495:2	food okay price mediocre 	food	FOOD#QUALITY	neutral
754495:2	food okay price mediocre 	NULL	RESTAURANT#PRICES	neutral
757762:0	baluchi solid food nice decor reasonable price 	food	FOOD#QUALITY	positive
757762:0	baluchi solid food nice decor reasonable price 	decor	AMBIENCE#GENERAL	positive
757762:0	baluchi solid food nice decor reasonable price 	Baluchi's	RESTAURANT#PRICES	positive
757762:1	problem manager complete incompetent 	manager	SERVICE#GENERAL	negative
757762:2	offer subpar service personality 	service	SERVICE#GENERAL	negative
757762:3	fact appears going go postal moment 	NULL	SERVICE#GENERAL	negative
757762:5	excuse lousy service 	service	SERVICE#GENERAL	negative
758263:0	never eaten 40 piece relatively good nigiri 	nigiri	FOOD#QUALITY	neutral
758263:2		NULL	FOOD#STYLE_OPTIONS	positive
758263:3	20 eat sushi cannot beaten 	all you can eat sushi	FOOD#PRICES	positive
759781:0	went areo sunday afternoon four girlfriend spent three enjoyable hour 	Areo	RESTAURANT#GENERAL	positive
759781:2	server attentive friendly quite attractive 	servers	SERVICE#GENERAL	positive
759781:4	vibe relaxed cozy service great food excellent 	vibe	AMBIENCE#GENERAL	positive
759781:4	vibe relaxed cozy service great food excellent 	service	SERVICE#GENERAL	positive
759781:4	vibe relaxed cozy service great food excellent 	food	FOOD#QUALITY	positive
759781:5	girl definitely go back 	NULL	RESTAURANT#GENERAL	positive
773720:0	food good view new york city skiline terrific even foggy rainy day like went 	Food	FOOD#QUALITY	positive
773720:0	food good view new york city skiline terrific even foggy rainy day like went 	view of the new york city skiline	LOCATION#GENERAL	positive
773720:1	would highly recommand requesting table window 	table by the window	LOCATION#GENERAL	positive
773720:2	although typical kind water would like question service good overall relaxing place eat 	service	SERVICE#GENERAL	positive
773720:2	although typical kind water would like question service good overall relaxing place eat 	place	AMBIENCE#GENERAL	positive
872763:1	food great 	food	FOOD#QUALITY	positive
872763:2	personal pan perfect size hungry night 	Personal pans	FOOD#STYLE_OPTIONS	positive
872763:3	heartily recommend 	NULL	RESTAURANT#GENERAL	positive
872763:4	downside re ordering delivery guy major attitude 	delivery guys	SERVICE#GENERAL	negative
872763:5	never dramatic delivery guy lot huffing panting muttering breath live walkup always seem disappointed tip 	delivery guys	SERVICE#GENERAL	negative
875139:0	love scene first place character nice light fortunate location wise 	scene	AMBIENCE#GENERAL	positive
875139:0	love scene first place character nice light fortunate location wise 	place	AMBIENCE#GENERAL	positive
875139:0	love scene first place character nice light fortunate location wise 	location	LOCATION#GENERAL	positive
875139:1	pizza pretty good huge 	pizza	FOOD#QUALITY	positive
875139:1	pizza pretty good huge 	pizza	FOOD#STYLE_OPTIONS	positive
875139:2	price reasonable 	NULL	RESTAURANT#PRICES	positive
875139:3	4 got family size penne la vodka tremendously gigantic portion bucket food literally 	penne a la vodka	FOOD#STYLE_OPTIONS	positive
875139:5	would say fine tasty heaviness stomach someting mention undermine 	NULL	FOOD#QUALITY	negative
875139:6	pasta penne pretty extra buttery creamy mean big task diggest tasty first would say full slice pizza 7 count penne got little moody afterwards cause stuffed lol 	pasta penne	FOOD#QUALITY	negative
875139:6	pasta penne pretty extra buttery creamy mean big task diggest tasty first would say full slice pizza 7 count penne got little moody afterwards cause stuffed lol 	pasta penne	FOOD#STYLE_OPTIONS	negative
